Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
224011,Tombel Graben,Cameroon,Volcanic field,Evidence Credible,Unknown,Africa and Red Sea,Africa (western),4.758,9.717,500,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
224030,Oku Volcanic Field,Cameroon,Volcanic field,Evidence Uncertain,Unknown,Africa and Red Sea,Africa (western),6.25,10.5,3011,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
225001,Todra Volcanic Field,Niger,Volcanic field,Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),17.68,8.5,1780,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
225004,Tahalra Volcanic Field,Algeria,Volcanic field,Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),22.67,5,1467,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
225005,Atakor Volcanic Field,Algeria,Volcanic field,Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),23.33,5.83,2918,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
225006,Manzaz Volcanic Field,Algeria,Volcanic field,Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),23.92,5.83,1672,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
225009,"Toh, Tarso",Chad,Volcanic field,Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),21.33,16.33,2000,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
225010,"Tousside, Tarso",Chad,Stratovolcano,Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),21.03,16.45,3265,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km)
225020,"Voon, Tarso",Chad,Stratovolcano,Unrest / Holocene,Unknown,Africa and Red Sea,Africa (northern),20.92,17.28,3100,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km)
225021,"Koussi, Emi",Chad,Shield(pyroclastic),Evidence Credible,Unknown,Africa and Red Sea,Africa (northern),19.8,18.53,3415,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km)
225030,"Marra, Jebel",Sudan,Volcanic field,Eruption Dated,2000 BCE,Africa and Red Sea,Africa (northern),12.95,24.27,3042,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
225040,Kutum Volcanic Field,Sudan,Volcanic field,Evidence Uncertain,Unknown,Africa and Red Sea,Africa (northern),14.57,25.85,1779,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
225050,Meidob Volcanic Field,Sudan,Volcanic field,Eruption Dated,2950 BCE,Africa and Red Sea,Africa (northern),15.32,26.47,2000,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
225060,Bayuda Volcanic Field,Sudan,Volcanic field,Eruption Dated,850 CE,Africa and Red Sea,Africa (northern),18.33,32.75,670,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
231001,"Ash Shaam, Harrat",Syria-Jordan-Saudi Arabia,Volcanic field,Eruption Observed,2670 BCE,Middle East and Indian Ocean,Middle East (western),32.333,37.583,1100,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
231040,"Lunayyir, Harrat",Saudi Arabia,Volcanic field,Eruption Observed,1000 CE,Middle East and Indian Ocean,Middle East (southern),25.17,37.75,1370,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
231050,"Ithnayn, Harrat",Saudi Arabia,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (southern),26.58,40.2,1625,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
231060,"Khaybar, Harrat",Saudi Arabia,Volcanic field,Eruption Observed,650 CE,Middle East and Indian Ocean,Middle East (southern),25.5,40,2093,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
231070,"Rahat, Harrat",Saudi Arabia,Volcanic field,Eruption Observed,1256 CE,Middle East and Indian Ocean,Middle East (southern),23.08,39.78,1744,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
231071,"Kishb, Harrat",Saudi Arabia,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (southern),22.8,41.38,1475,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
231072,"Birk, Harrat al",Saudi Arabia,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (southern),18.37,41.63,587,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
231080,"Yar, Jabal",Saudi Arabia,Volcanic field,Eruption Observed,1810 CE,Middle East and Indian Ocean,Middle East (southern),17.05,42.83,305,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
231090,"Arhab, Harra of",Yemen,Volcanic field,Eruption Observed,500 CE,Middle East and Indian Ocean,Middle East (southern),15.6025,44.0978,3100,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
231110,"Haylan, Jabal",Yemen,Volcanic field,Eruption Dated,1200 BCE,Middle East and Indian Ocean,Middle East (southern),15.4,45.1,1550,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
231120,"Dhamar, Harras of",Yemen,Volcanic field,Eruption Observed,Unknown,Middle East and Indian Ocean,Middle East (southern),14.57,44.67,3500,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
231160,"Sawad, Harra Es-",Yemen,Volcanic field,Eruption Observed,1253 CE,Middle East and Indian Ocean,Middle East (southern),13.58,46.12,1737,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
231170,Balhaf-Bir Ali Volcanic Field,Yemen,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Middle East (southern),14.067,48.3,604,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
231180,Bir Borhut,Yemen,Volcanic field,Evidence Uncertain,Unknown,Middle East and Indian Ocean,Middle East (southern),15.515,50.935,464,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
232010,Damavand,Iran,Stratovolcano,Eruption Dated,5350 BCE,Middle East and Indian Ocean,Middle East (western),35.951,52.109,5670,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental crust (>25 km)
233001,"Grille, La",Comoros,Shield,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-11.47,43.33,1087,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic crust (< 15 km)
233005,Mayotte,France,Shield,Eruption Observed,2019 CE,Middle East and Indian Ocean,Indian Ocean (western),-12.83,45.17,660,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
233010,Karthala,Comoros,Shield,Eruption Observed,2007 CE,Middle East and Indian Ocean,Indian Ocean (western),-11.75,43.38,2361,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
233011,Ambre-Bobaomby,Madagascar,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-12.6,49.15,1475,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
233012,Nosy-Be,Madagascar,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-13.32,48.48,214,Foidite,Intraplate / Continental crust (>25 km)
233013,Ankaizina Field,Madagascar,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-14.3,48.67,2878,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
233014,Itasy Volcanic Field,Madagascar,Volcanic field,Eruption Dated,6050 BCE,Middle East and Indian Ocean,Indian Ocean (western),-19.033,46.7,1800,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km)
233015,Vakinankaratra,Madagascar,Volcanic field,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-19.85,46.942,2644,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
233020,"Fournaise, Piton de la",France,Shield,Eruption Observed,2023 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
234000,Boomerang Seamount,France,Caldera,Eruption Dated,1995 CE,Middle East and Indian Ocean,Indian Ocean (southern),-37.7216,77.8221,-650,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
234001,Amsterdam Island,France,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-37.83,77.52,881,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
234002,St. Paul,France,Stratovolcano,Eruption Observed,1793 CE,Middle East and Indian Ocean,Indian Ocean (southern),-38.72,77.53,268,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
234010,Heard,Australia,Stratovolcano,Eruption Observed,2008 CE,Middle East and Indian Ocean,Indian Ocean (southern),-53.106,73.513,2745,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic crust (< 15 km)
234011,McDonald Islands,Australia,Complex,Eruption Observed,2005 CE,Middle East and Indian Ocean,Indian Ocean (southern),-53.03,72.6,230,Phonolite,Intraplate / Oceanic crust (< 15 km)
234020,Kerguelen Islands,France,Stratovolcano(es),Evidence Uncertain,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-49.58,69.5,1840,Trachyandesite / Basaltic Trachyandesite,Intraplate / Oceanic crust (< 15 km)
234030,"Est, Ile de l'",France,Stratovolcano,Evidence Uncertain,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.43,52.2,1090,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
234040,"Possession, Ile de la",France,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.42,51.75,934,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
234050,"Cochons, Ile aux",France,Stratovolcano,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.1,50.23,775,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
234060,Prince Edward Island,South Africa,Shield,Evidence Credible,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.63,37.95,672,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
234070,Marion Island,South Africa,Shield(s),Eruption Observed,2004 CE,Middle East and Indian Ocean,Indian Ocean (southern),-46.9,37.75,1230,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
241010,Kaikohe-Bay of Islands,New Zealand,Volcanic field,Eruption Dated,400 CE,New Zealand to Fiji,New Zealand,-35.3,173.9,388,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
241020,Auckland Volcanic Field,New Zealand,Volcanic field,Eruption Dated,1446 CE,New Zealand to Fiji,New Zealand,-36.89,174.81,260,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
241021,Mayor Island,New Zealand,Shield,Eruption Dated,5060 BCE,New Zealand to Fiji,New Zealand,-37.28,176.25,355,Rhyolite,Subduction zone / Continental crust (>25 km)
241030,Taranaki,New Zealand,Stratovolcano,Eruption Observed,1800 CE,New Zealand to Fiji,New Zealand,-39.3,174.07,2518,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
241040,Whakaari/White Island,New Zealand,Stratovolcano(es),Eruption Observed,2019 CE,New Zealand to Fiji,New Zealand,-37.52,177.18,294,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
241050,Okataina,New Zealand,Lava dome(s),Eruption Observed,1981 CE,New Zealand to Fiji,New Zealand,-38.1569,176.5069,1111,Rhyolite,Subduction zone / Continental crust (>25 km)
241070,Taupo,New Zealand,Caldera,Eruption Dated,260 CE,New Zealand to Fiji,New Zealand,-38.7811,175.893,760,Rhyolite,Subduction zone / Continental crust (>25 km)
241080,Tongariro,New Zealand,Stratovolcano(es),Eruption Observed,2012 CE,New Zealand to Fiji,New Zealand,-39.157,175.632,1978,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
241100,Ruapehu,New Zealand,Stratovolcano,Eruption Observed,2007 CE,New Zealand to Fiji,New Zealand,-39.28,175.57,2797,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
241101,Clark,New Zealand,Stratovolcano,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-36.446,177.839,-860,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
241102,Tangaroa,New Zealand,Stratovolcano,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-36.321,178.028,-600,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
241110,Rumble V,New Zealand,Stratovolcano,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-36.142,178.196,-400,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
241120,Rumble IV,New Zealand,Stratovolcano,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-36.13,178.05,-500,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
241130,Rumble III,New Zealand,Stratovolcano,Eruption Observed,2008 CE,New Zealand to Fiji,New Zealand,-35.745,178.478,-220,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
241131,Rumble II West,New Zealand,Stratovolcano,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-35.353,178.527,-1200,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
241140,Healy,New Zealand,Stratovolcano,Eruption Dated,1360 CE,New Zealand to Fiji,New Zealand,-35.004,178.973,-980,Dacite,Subduction zone / Oceanic crust (< 15 km)
241150,Brothers,New Zealand,Caldera,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-34.875,179.0667,-1350,Dacite,Subduction zone / Oceanic crust (< 15 km)
242001,Wright,New Zealand,Stratovolcano(es),Unrest / Holocene,Unknown,New Zealand to Fiji,Kermadec Islands,-31.85,-179.18,-900,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
242005,Havre Seamount,New Zealand,Stratovolcano,Eruption Observed,2012 CE,New Zealand to Fiji,Kermadec Islands,-31.08,-179.033,-897,,Subduction zone / Oceanic crust (< 15 km)
242010,Curtis Island,New Zealand,Stratovolcano,Unrest / Holocene,Unknown,New Zealand to Fiji,Kermadec Islands,-30.543,-178.556,47,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
242021,Macauley,New Zealand,Caldera,Eruption Dated,4360 BCE,New Zealand to Fiji,Kermadec Islands,-30.21,-178.475,238,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
242022,Giggenbach,New Zealand,Stratovolcano,Unrest / Holocene,Unknown,New Zealand to Fiji,Kermadec Islands,-30.036,-178.712,-65,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
242030,Raoul Island,New Zealand,Stratovolcano,Eruption Observed,2006 CE,New Zealand to Fiji,Kermadec Islands,-29.27,-177.92,516,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
242050,Monowai,New Zealand,Stratovolcano,Eruption Observed,2014 CE,New Zealand to Fiji,Kermadec Islands,-25.887,-177.188,-132,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
243001,Unnamed,Tonga,Stratovolcano,Unrest / Holocene,Unknown,New Zealand to Fiji,Tonga Islands,-24.8,-177.02,-385,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
243010,Unnamed,Tonga,Stratovolcano,Eruption Observed,1932 CE,New Zealand to Fiji,Tonga Islands,-21.338,-175.65,-68,No Data (checked),Subduction zone / Oceanic crust (< 15 km)
243011,Unnamed,Tonga,Stratovolcano,Evidence Credible,Unknown,New Zealand to Fiji,Tonga Islands,-21.15,-175.75,-65,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
243030,Unnamed,Tonga,Stratovolcano,Eruption Observed,2017 CE,New Zealand to Fiji,Tonga Islands,-20.852,-175.55,-296,No Data (checked),Subduction zone / Oceanic crust (< 15 km)
243040,Hunga Tonga-Hunga Ha'apai,Tonga,Caldera,Eruption Observed,2022 CE,New Zealand to Fiji,Tonga Islands,-20.5532,-175.3841,114,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
243050,Fonuafo'ou,Tonga,Stratovolcano,Eruption Observed,1936 CE,New Zealand to Fiji,Tonga Islands,-20.32,-175.42,-17,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
243060,Tofua,Tonga,Caldera,Eruption Observed,2014 CE,New Zealand to Fiji,Tonga Islands,-19.75,-175.07,515,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
243061,Kao,Tonga,Stratovolcano,Eruption Observed,1847 CE,New Zealand to Fiji,Tonga Islands,-19.668,-175.016,1009,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
243070,Lateiki,Tonga,Stratovolcano,Eruption Observed,2019 CE,New Zealand to Fiji,Tonga Islands,-19.18,-174.87,43,Dacite,Subduction zone / Oceanic crust (< 15 km)
243080,Home Reef,Tonga,Stratovolcano,Eruption Observed,2023 CE,New Zealand to Fiji,Tonga Islands,-18.992,-174.775,-10,Dacite,Subduction zone / Oceanic crust (< 15 km)
243090,Late,Tonga,Stratovolcano,Eruption Observed,1854 CE,New Zealand to Fiji,Tonga Islands,-18.806,-174.65,540,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
243091,Unnamed,Tonga,Stratovolcano,Eruption Observed,2019 CE,New Zealand to Fiji,Tonga Islands,-18.325,-174.365,-40,Dacite,Subduction zone / Oceanic crust (< 15 km)
243100,Fonualei,Tonga,Stratovolcano,Eruption Observed,1957 CE,New Zealand to Fiji,Tonga Islands,-18.023,-174.317,188,Dacite,Subduction zone / Oceanic crust (< 15 km)
243101,Tafahi,Tonga,Stratovolcano,Evidence Uncertain,Unknown,New Zealand to Fiji,Tonga Islands,-15.854,-173.747,546,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
243102,Curacoa,Tonga,Complex,Eruption Observed,1979 CE,New Zealand to Fiji,Tonga Islands,-15.62,-173.67,-33,Dacite,Subduction zone / Oceanic crust (< 15 km)
243110,Niuafo'ou,Tonga,Shield,Eruption Observed,1946 CE,New Zealand to Fiji,Tonga Islands,-15.6,-175.63,260,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
243111,Dugong,Tonga,Shield,Evidence Uncertain,Unknown,New Zealand to Fiji,Tonga Islands,-15.431,-175.725,-1170,,
243112,Lobster,Tonga,Shield,Evidence Uncertain,Unknown,New Zealand to Fiji,Tonga Islands,-15.333,-176.283,-1500,,
243120,Tafu-Maka,Tonga,Fissure vent,Eruption Observed,2008 CE,New Zealand to Fiji,Tonga Islands,-15.37,-174.23,-1400,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
243130,West Mata,Tonga,Fissure vent(s),Eruption Observed,2009 CE,New Zealand to Fiji,Tonga Islands,-15.1,-173.75,-1174,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
243140,Niuatahi,Tonga,Caldera,Unrest / Holocene,Unknown,New Zealand to Fiji,Tonga Islands,-15.3675,-174.0028,-1270,,Subduction zone / Oceanic crust (< 15 km)
244000,Vailulu'u,United States,Shield,Eruption Observed,2003 CE,New Zealand to Fiji,Samoan and Wallis Islands,-14.215,-169.058,-592,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
244001,Ta'u,United States,Shield,Evidence Credible,Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-14.23,-169.454,931,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
244010,Ofu-Olosega,United States,Shield(s),Eruption Observed,1866 CE,New Zealand to Fiji,Samoan and Wallis Islands,-14.175,-169.618,639,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
244020,Tutuila,United States,Tuff cone(s),Eruption Dated,440 CE,New Zealand to Fiji,Samoan and Wallis Islands,-14.2903,-170.7019,653,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
244021,Malumalu,United States,Stratovolcano,Evidence Credible,Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-14.601,-169.787,-145,,Intraplate / Oceanic crust (< 15 km)
244030,Upolu,Samoa,Shield,Evidence Credible,Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-13.935,-171.72,1100,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
