Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
259804,McBride Volcanic Province,Australia,Volcanic field,Unknown,5050 BCE,Melanesia and Australia,Australia,-18.367,144.567,1020,,Intraplate / Continental crust (>25 km)
260001,Narcondum,India,Stratovolcano,Evidence Credible,Unknown,Indonesia,Andaman Islands,13.43,94.28,710,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
260010,Barren Island,India,Stratovolcano,Eruption Observed,2024 CE,Indonesia,Andaman Islands,12.278,93.858,354,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
261020,Seulawah Agam,Indonesia,Stratovolcano,Eruption Observed,1839 CE,Indonesia,Sumatra,5.448,95.658,1810,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261030,Peuet Sague,Indonesia,Complex,Eruption Observed,2000 CE,Indonesia,Sumatra,4.903,96.289,2785,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261050,"Telong, Bur ni",Indonesia,Stratovolcano,Eruption Observed,1937 CE,Indonesia,Sumatra,4.769,96.821,2617,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261070,Singkut,Indonesia,Caldera(s),Eruption Observed,1881 CE,Indonesia,Sumatra,3.2379,98.5127,2181,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261080,Sinabung,Indonesia,Stratovolcano,Eruption Observed,2021 CE,Indonesia,Sumatra,3.17,98.392,2460,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261090,Toba,Indonesia,Caldera,Evidence Credible,Unknown,Indonesia,Sumatra,2.6083,98.8417,2157,Dacite,Subduction zone / Continental crust (>25 km)
261110,Sibualbuali,Indonesia,Stratovolcano,Evidence Uncertain,Unknown,Indonesia,Sumatra,1.556,99.255,1819,Dacite,Subduction zone / Continental crust (>25 km)
261111,Lubukraya,Indonesia,Stratovolcano,Evidence Uncertain,Unknown,Indonesia,Sumatra,1.478,99.209,1862,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261120,Sorikmarapi,Indonesia,Stratovolcano,Eruption Observed,1986 CE,Indonesia,Sumatra,0.686,99.539,2145,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261121,Malintang,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Sumatra,0.47,99.67,1983,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261130,Talakmau,Indonesia,Complex,Evidence Credible,Unknown,Indonesia,Sumatra,0.079,99.98,2919,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261140,Marapi,Indonesia,Complex,Eruption Observed,2024 CE,Indonesia,Sumatra,-0.38,100.474,2885,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261150,Tandikat-Singgalang,Indonesia,Stratovolcano(es),Eruption Observed,1924 CE,Indonesia,Sumatra,-0.39,100.331,2854,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261160,Talang,Indonesia,Stratovolcano,Eruption Observed,2007 CE,Indonesia,Sumatra,-0.979,100.681,2575,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261170,Kerinci,Indonesia,Stratovolcano,Eruption Observed,2023 CE,Indonesia,Sumatra,-1.697,101.264,3800,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261180,Sumbing,Indonesia,Stratovolcano,Eruption Observed,1921 CE,Indonesia,Sumatra,-2.414,101.728,2507,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261200,Hululais,Indonesia,Compound,Unrest / Holocene,Unknown,Indonesia,Sumatra,-3.247,102.239,2122,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
261210,"Daun, Bukit",Indonesia,Stratovolcano(es),Unrest / Holocene,Unknown,Indonesia,Sumatra,-3.38,102.37,2467,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
261220,Kaba,Indonesia,Stratovolcano,Eruption Observed,2000 CE,Indonesia,Sumatra,-3.522,102.615,1940,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261230,Dempo,Indonesia,Stratovolcano(es),Eruption Observed,2023 CE,Indonesia,Sumatra,-4.016,103.121,3142,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261231,Patah,Indonesia,Stratovolcano?,Unrest / Holocene,Unknown,Indonesia,Sumatra,-4.257,103.306,2836,No Data (checked),Subduction zone / Continental crust (>25 km)
261251,Ranau,Indonesia,Caldera,Evidence Uncertain,Unknown,Indonesia,Sumatra,-4.871,103.925,1854,Dacite,Subduction zone / Continental crust (>25 km)
261270,Suoh,Indonesia,Caldera(s),Eruption Observed,1933 CE,Indonesia,Sumatra,-5.25,104.27,1000,No Data (checked),Subduction zone / Continental crust (>25 km)
261290,Rajabasa,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,Indonesia,Sumatra,-5.78,105.625,1281,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
262000,Krakatau,Indonesia,Caldera,Eruption Observed,2023 CE,Indonesia,Krakatau,-6.1009,105.4233,285,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263010,Pulosari,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Java,-6.343,105.978,1324,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263020,Karang,Indonesia,Stratovolcano,Evidence Uncertain,Unknown,Indonesia,Java,-6.268,106.05,1768,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263040,Perbakti-Gagak,Indonesia,Stratovolcano(es),Eruption Observed,1939 CE,Indonesia,Java,-6.75,106.675,1726,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263050,Salak,Indonesia,Stratovolcano,Eruption Observed,1938 CE,Indonesia,Java,-6.716,106.733,2218,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263060,Gede-Pangrango,Indonesia,Stratovolcano(es),Eruption Observed,1957 CE,Indonesia,Java,-6.786,106.983,3026,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263070,Patuha,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Java,-7.162,107.4,2422,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263090,Tangkuban Parahu,Indonesia,Stratovolcano,Eruption Observed,2019 CE,Indonesia,Java,-6.77,107.6,2084,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263100,Papandayan,Indonesia,Stratovolcano(es),Eruption Observed,2002 CE,Indonesia,Java,-7.32,107.73,2665,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263110,Kendang,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Java,-7.245,107.709,2594,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263130,Guntur,Indonesia,Complex,Eruption Observed,1847 CE,Indonesia,Java,-7.143,107.841,2251,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263131,Tampomas,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Java,-6.7639,107.9612,1690,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263140,Galunggung,Indonesia,Stratovolcano,Eruption Observed,1984 CE,Indonesia,Java,-7.25,108.058,2168,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
263150,Talagabodas,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,Indonesia,Java,-7.208,108.07,2201,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
263170,Ciremai,Indonesia,Stratovolcano,Eruption Observed,1951 CE,Indonesia,Java,-6.895,108.408,3039,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263180,Slamet,Indonesia,Stratovolcano,Eruption Observed,2014 CE,Indonesia,Java,-7.242,109.208,3428,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
263200,Dieng Volcanic Complex,Indonesia,Complex,Eruption Observed,2021 CE,Indonesia,Java,-7.2,109.879,2565,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263210,Sundoro,Indonesia,Stratovolcano,Eruption Observed,1971 CE,Indonesia,Java,-7.302,109.996,3147,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263220,Sumbing,Indonesia,Stratovolcano,Eruption Observed,1730 CE,Indonesia,Java,-7.384,110.07,3371,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263230,Ungaran,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Java,-7.1876,110.3455,2033,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
263231,Telomoyo,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Java,-7.362,110.4,1864,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263240,Merbabu,Indonesia,Stratovolcano,Eruption Observed,1797 CE,Indonesia,Java,-7.454,110.44,3118,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
263250,Merapi,Indonesia,Stratovolcano,Eruption Observed,2024 CE,Indonesia,Java,-7.54,110.446,2910,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263260,Lawu,Indonesia,Stratovolcano,Eruption Observed,1885 CE,Indonesia,Java,-7.625,111.192,3265,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263270,Wilis,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Java,-7.808,111.758,2563,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263280,Kelud,Indonesia,Stratovolcano,Eruption Observed,2014 CE,Indonesia,Java,-7.935,112.314,1730,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263281,Kawi-Butak,Indonesia,Stratovolcano(es),Evidence Credible,Unknown,Indonesia,Java,-7.92,112.45,2651,No Data (checked),Subduction zone / Continental crust (>25 km)
263290,Arjuno-Welirang,Indonesia,Stratovolcano,Eruption Observed,1952 CE,Indonesia,Java,-7.733,112.575,3343,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263291,Penanggungan,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Java,-7.616,112.62,1631,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263300,Semeru,Indonesia,Stratovolcano,Eruption Observed,2024 CE,Indonesia,Java,-8.108,112.922,3657,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263310,Tengger Caldera,Indonesia,Stratovolcano(es),Eruption Observed,2023 CE,Indonesia,Java,-7.942,112.95,2329,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
263320,Lamongan,Indonesia,Stratovolcano,Eruption Observed,1898 CE,Indonesia,Java,-7.981,113.341,1641,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
263330,Iyang-Argapura,Indonesia,Complex,Evidence Credible,Unknown,Indonesia,Java,-7.97,113.57,3088,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263340,Raung,Indonesia,Stratovolcano,Eruption Observed,2022 CE,Indonesia,Java,-8.119,114.056,3260,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263350,Ijen,Indonesia,Stratovolcano(es),Eruption Observed,1999 CE,Indonesia,Java,-8.058,114.242,2769,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263351,Baluran,Indonesia,Stratovolcano,Evidence Uncertain,Unknown,Indonesia,Java,-7.85,114.37,1247,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
264001,Buyan-Bratan,Indonesia,Caldera,Evidence Credible,Unknown,Indonesia,Lesser Sunda Islands,-8.283,115.133,2244,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
264010,Batur,Indonesia,Caldera,Eruption Observed,2000 CE,Indonesia,Lesser Sunda Islands,-8.2403,115.3775,1711,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
264020,Agung,Indonesia,Stratovolcano,Eruption Observed,2019 CE,Indonesia,Lesser Sunda Islands,-8.343,115.508,2997,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
264030,Rinjani,Indonesia,Stratovolcano,Eruption Observed,2016 CE,Indonesia,Lesser Sunda Islands,-8.42,116.47,3726,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
264040,Tambora,Indonesia,Stratovolcano,Eruption Observed,1967 CE,Indonesia,Lesser Sunda Islands,-8.25,118,2850,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
264050,Sangeang Api,Indonesia,Complex,Eruption Observed,2022 CE,Indonesia,Lesser Sunda Islands,-8.2,119.07,1912,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
264060,"Sano, Wai",Indonesia,Caldera,Evidence Credible,Unknown,Indonesia,Lesser Sunda Islands,-8.7345,120.0074,1319,Dacite,Subduction zone / Continental crust (>25 km)
264071,Ranakah,Indonesia,Lava dome(s),Eruption Observed,1991 CE,Indonesia,Lesser Sunda Islands,-8.637,120.5302,2288,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
264080,Inierie,Indonesia,Stratovolcano,Eruption Dated,8050 BCE,Indonesia,Lesser Sunda Islands,-8.875,120.95,2245,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
264090,Inielika,Indonesia,Complex,Eruption Observed,2001 CE,Indonesia,Lesser Sunda Islands,-8.73,120.98,1559,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
264100,Ebulobo,Indonesia,Stratovolcano,Eruption Observed,1969 CE,Indonesia,Lesser Sunda Islands,-8.817,121.191,2096,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
264110,Iya,Indonesia,Stratovolcano,Eruption Observed,1969 CE,Indonesia,Lesser Sunda Islands,-8.891,121.641,618,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
264140,Kelimutu,Indonesia,Complex,Eruption Observed,1968 CE,Indonesia,Lesser Sunda Islands,-8.77,121.82,1639,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
264150,Paluweh,Indonesia,Stratovolcano,Eruption Observed,2013 CE,Indonesia,Lesser Sunda Islands,-8.32,121.708,875,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
264160,Egon,Indonesia,Stratovolcano,Eruption Observed,2008 CE,Indonesia,Lesser Sunda Islands,-8.676,122.455,1661,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
264180,Lewotobi,Indonesia,Stratovolcano(es),Eruption Observed,2024 CE,Indonesia,Lesser Sunda Islands,-8.542,122.775,1703,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
264200,Leroboleng,Indonesia,Complex,Eruption Observed,2003 CE,Indonesia,Lesser Sunda Islands,-8.365,122.833,1095,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
264220,Iliboleng,Indonesia,Stratovolcano,Eruption Observed,1993 CE,Indonesia,Lesser Sunda Islands,-8.342,123.258,1659,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
264230,Lewotolok,Indonesia,Stratovolcano,Eruption Observed,2024 CE,Indonesia,Lesser Sunda Islands,-8.274,123.508,1431,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
264240,Ililabalekan,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,Indonesia,Lesser Sunda Islands,-8.55,123.38,1018,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
264250,Iliwerung,Indonesia,Complex,Eruption Observed,2021 CE,Indonesia,Lesser Sunda Islands,-8.532,123.573,583,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
264260,"Tara, Batu",Indonesia,Stratovolcano,Eruption Observed,2015 CE,Indonesia,Lesser Sunda Islands,-7.791,123.585,633,Trachybasalt / Tephrite Basanite,Subduction zone / Oceanic crust (< 15 km)
264270,Sirung,Indonesia,Complex,Eruption Observed,2015 CE,Indonesia,Lesser Sunda Islands,-8.4972,124.1306,1347,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
265040,Wurlali,Indonesia,Stratovolcano,Eruption Observed,1892 CE,Indonesia,Banda Sea,-7.125,128.675,868,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
265050,Teon,Indonesia,Stratovolcano,Eruption Observed,1904 CE,Indonesia,Banda Sea,-6.976,129.144,728,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
265060,Nila,Indonesia,Stratovolcano,Eruption Observed,1968 CE,Indonesia,Banda Sea,-6.73,129.5,781,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
265070,Serua,Indonesia,Stratovolcano,Eruption Observed,1921 CE,Indonesia,Banda Sea,-6.312,130.017,608,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
265080,Manuk,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,Indonesia,Banda Sea,-5.543,130.303,257,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
265090,Banda Api,Indonesia,Caldera,Eruption Observed,1988 CE,Indonesia,Banda Sea,-4.523,129.881,596,Dacite,Subduction zone / Oceanic crust (< 15 km)
266010,Colo,Indonesia,Stratovolcano,Eruption Observed,1983 CE,Indonesia,Sulawesi,-0.162,121.601,404,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
266020,Ambang,Indonesia,Complex,Eruption Observed,2005 CE,Indonesia,Sulawesi,0.75,124.42,1795,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
266030,Soputan,Indonesia,Stratovolcano,Eruption Observed,2020 CE,Indonesia,Sulawesi,1.112,124.737,1785,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
266100,Lokon-Empung,Indonesia,Stratovolcano(es),Eruption Observed,2015 CE,Indonesia,Sulawesi,1.358,124.792,1580,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
266110,Mahawu,Indonesia,Stratovolcano,Eruption Observed,1977 CE,Indonesia,Sulawesi,1.352,124.865,1299,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
266120,Klabat,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,Indonesia,Sulawesi,1.454,125.031,1968,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
266130,Tangkoko-Duasudara,Indonesia,Stratovolcano,Eruption Observed,1880 CE,Indonesia,Sulawesi,1.518,125.185,1334,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
267010,Ruang,Indonesia,Stratovolcano,Eruption Observed,2024 CE,Indonesia,Sangihe Islands,2.3,125.37,725,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
267020,Karangetang,Indonesia,Stratovolcano,Eruption Observed,2024 CE,Indonesia,Sangihe Islands,2.781,125.407,1797,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
267030,Banua Wuhu,Indonesia,Complex,Eruption Observed,1919 CE,Indonesia,Sangihe Islands,3.138,125.491,-5,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
267040,Awu,Indonesia,Stratovolcano,Eruption Observed,2004 CE,Indonesia,Sangihe Islands,3.689,125.447,1318,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268001,Tarakan,Indonesia,Pyroclastic cone(s),Evidence Credible,Unknown,Indonesia,Halmahera,1.832,127.825,317,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
268010,Dukono,Indonesia,Complex,Eruption Observed,2024 CE,Indonesia,Halmahera,1.6992,127.8783,1273,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268020,Tobaru,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Halmahera,1.63,127.67,1035,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268030,Ibu,Indonesia,Stratovolcano,Eruption Observed,2024 CE,Indonesia,Halmahera,1.488,127.63,1325,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268040,Gamkonora,Indonesia,Stratovolcano,Eruption Observed,2007 CE,Indonesia,Halmahera,1.38,127.53,1635,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268050,Todoko-Ranu,Indonesia,Caldera(s),Evidence Credible,Unknown,Indonesia,Halmahera,1.2389,127.4556,979,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268051,Jailolo,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Halmahera,1.08,127.439,993,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268052,Hiri,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Halmahera,0.9,127.32,630,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
268060,Gamalama,Indonesia,Stratovolcano(es),Eruption Observed,2018 CE,Indonesia,Halmahera,0.81,127.3322,1714,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268061,Kie Matubu,Indonesia,Stratovolcano,Eruption Dated,1210 CE,Indonesia,Halmahera,0.6623,127.4029,1713,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268062,Mare,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Halmahera,0.57,127.4,308,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268063,Moti,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Halmahera,0.454,127.411,927,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268070,Kie Besi,Indonesia,Stratovolcano,Eruption Observed,1988 CE,Indonesia,Halmahera,0.32,127.4,1357,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268071,Tigalalu,Indonesia,Stratovolcano,Evidence Credible,Unknown,Indonesia,Halmahera,0.07,127.42,422,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268072,Amasing,Indonesia,Stratovolcano(es),Evidence Credible,Unknown,Indonesia,Halmahera,-0.5249,127.4956,1006,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
268073,Bibinoi,Indonesia,Stratovolcano(es),Evidence Credible,Unknown,Indonesia,Halmahera,-0.761,127.725,932,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
271010,Balut,Philippines,Stratovolcano,Unrest / Holocene,Unknown,Philippines and SE Asia,Mindanao,5.398,125.376,840,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
271011,Melebingoy,Philippines,Stratovolcano,Eruption Observed,1641 CE,Philippines and SE Asia,Mindanao,6.113,124.892,1824,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
271020,Matutum,Philippines,Stratovolcano,Eruption Dated,1290 CE,Philippines and SE Asia,Mindanao,6.3604,125.0765,2262,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
271030,Apo,Philippines,Stratovolcano,Unrest / Holocene,Unknown,Philippines and SE Asia,Mindanao,6.989,125.269,2938,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
271031,Leonard Range,Philippines,Stratovolcano,Eruption Dated,80 CE,Philippines and SE Asia,Mindanao,7.382,126.047,1080,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
271040,Makaturing,Philippines,Stratovolcano,Eruption Observed,1882 CE,Philippines and SE Asia,Mindanao,7.644,124.317,1818,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
271060,Ragang,Philippines,Stratovolcano,Eruption Observed,1916 CE,Philippines and SE Asia,Mindanao,7.691,124.507,2790,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
271061,Kalatungan,Philippines,Stratovolcano,Evidence Uncertain,Unknown,Philippines and SE Asia,Mindanao,7.95,124.8,2824,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
271070,Musuan,Philippines,Lava dome,Evidence Uncertain,Unknown,Philippines and SE Asia,Mindanao,7.8765,125.0697,610,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
271071,Malindang,Philippines,Stratovolcano,Evidence Credible,Unknown,Philippines and SE Asia,Mindanao,8.22,123.63,2404,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
271080,Camiguin,Philippines,Stratovolcano(es),Eruption Observed,1953 CE,Philippines and SE Asia,Mindanao,9.203,124.673,1552,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
272010,Cuernos de Negros,Philippines,Complex,Unrest / Holocene,Unknown,Philippines and SE Asia,Central Philippines,9.25,123.17,1862,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
272020,Kanlaon,Philippines,Stratovolcano,Eruption Observed,2017 CE,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
272030,Mandalagan,Philippines,Complex,Unrest / Holocene,Unknown,Philippines and SE Asia,Central Philippines,10.65,123.25,1885,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
272040,Silay,Philippines,Stratovolcano,Unrest / Holocene,Unknown,Philippines and SE Asia,Central Philippines,10.77,123.23,1510,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
272050,Cabalían,Philippines,Stratovolcano,Eruption Dated,1820 CE,Philippines and SE Asia,Central Philippines,10.285,125.218,912,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
272070,Mahagnao,Philippines,Stratovolcano,Unrest / Holocene,Unknown,Philippines and SE Asia,Central Philippines,10.882,124.888,860,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
272080,Biliran,Philippines,Compound,Eruption Observed,1939 CE,Philippines and SE Asia,Central Philippines,11.523,124.535,1301,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273010,Bulusan,Philippines,Stratovolcano(es),Eruption Observed,2022 CE,Philippines and SE Asia,Luzon,12.769,124.056,1535,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273020,Pocdol Mountains,Philippines,Compound,Unrest / Holocene,Unknown,Philippines and SE Asia,Luzon,13.05,123.958,1102,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273030,Mayon,Philippines,Stratovolcano,Eruption Observed,2024 CE,Philippines and SE Asia,Luzon,13.257,123.685,2462,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273031,Masaraga,Philippines,Stratovolcano,Evidence Credible,Unknown,Philippines and SE Asia,Luzon,13.3099,123.5978,1294,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273041,Iriga,Philippines,Stratovolcano,Evidence Credible,Unknown,Philippines and SE Asia,Luzon,13.458,123.451,1138,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273042,Isarog,Philippines,Stratovolcano,Eruption Dated,3500 BCE,Philippines and SE Asia,Luzon,13.658,123.38,1966,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273044,Malindig,Philippines,Stratovolcano,Evidence Credible,Unknown,Philippines and SE Asia,Luzon,13.24,122.018,1157,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273050,Banahaw,Philippines,Complex,Evidence Credible,Unknown,Philippines and SE Asia,Luzon,14.07,121.48,2158,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
